department_name,crew_code,employee_name,status,employee_num,role,seniority_date,supervisor_name,supervisor_num
Maintenance,AFT,Ulric Silverthorn,Active,42-6506844,Worker,06/26/2004,Libbi Leuchars,67-2030493
Maintenance,AFT,Tammie Davidof,Active,64-2989872,Worker,12/12/2014,Rurik Songer,44-4928759
Maintenance,AFT,Raychel Derry,Active,75-6168537,Worker,06/20/2003,Rurik Songer,44-4928759
Maintenance,AFT,Cristin Westmore,Active,78-3508459,Worker,08/23/2009,Libbi Leuchars,67-2030493
Maintenance,AFT,Carney Hellen,Active,82-7597485,Worker,07/22/2003,Rurik Songer,44-4928759
Maintenance,AFT,Kerby Twigger,Active,85-2528036,Worker,01/08/2014,Zaccaria Lippi,48-7080392
Maintenance,AFT,Hortensia Pickle,Active,85-5752462,Worker,06/02/2003,Zaccaria Lippi,48-7080392
Maintenance,AFT,Abel Askell,Active,89-8556644,Worker,05/08/2006,Rurik Songer,44-4928759
Maintenance,AFT,Jesselyn Teaser,Active,90-2563998,Worker,12/13/2016,Rurik Songer,44-4928759
Maintenance,AFT,Marika Thompson,Active,90-6341789,Worker,10/08/2005,Libbi Leuchars,67-2030493
Maintenance,AFT,Ericha Lambden,Active,94-7908338,Worker,09/25/2002,Libbi Leuchars,67-2030493
Maintenance,AFT,Julius Reuben,Active,96-3412172,Worker,01/16/2014,Zaccaria Lippi,48-7080392
Maintenance,AFT,Tadeo Mockler,Active,97-8487117,Worker,12/01/2004,Libbi Leuchars,67-2030493
Maintenance,AFT,Malynda Tremayne,Active,98-3376113,Worker,08/26/2014,Zaccaria Lippi,48-7080392
Maintenance,EVN,Meggi Landre,Active,30-2433087,Manager,01/17/2008,,
Maintenance,EVN,Rafaello Greener,Active,12-2722108,Supervisor,05/28/2014,Meggi Landre,30-2433087
Maintenance,EVN,Daryle Gilberthorpe,Active,13-6776725,Supervisor,10/25/2011,Meggi Landre,30-2433087
Maintenance,EVN,Bibi Gratland,Active,59-0716417,Supervisor,11/14/2004,Meggi Landre,30-2433087
Maintenance,EVN,Maddie Joscelin,Active,07-6091278,Worker,05/19/2012,Rafaello Greener,12-2722108
Maintenance,EVN,Denna Plascott,Active,13-8897138,Worker,12/30/2011,Bibi Gratland,59-0716417
Maintenance,EVN,Cletis Fleeming,Active,19-7155680,Worker,02/26/2017,Bibi Gratland,59-0716417
Maintenance,EVN,Neall Dowthwaite,Active,23-3747710,Worker,07/30/2008,Rafaello Greener,12-2722108
Maintenance,EVN,Liz Jerams,Active,25-4102755,Worker,04/07/2010,Bibi Gratland,59-0716417
Maintenance,EVN,Kayne Valencia,Active,25-7185205,Worker,01/02/2005,Daryle Gilberthorpe,13-6776725
Maintenance,EVN,Hadria Plomer,Active,33-0226296,Worker,10/22/2012,Daryle Gilberthorpe,13-6776725
Maintenance,EVN,Vin Marple,Active,37-7009500,Worker,04/17/2014,Rafaello Greener,12-2722108
Maintenance,EVN,Candis Crinson,Active,44-7617177,Worker,02/26/2010,Rafaello Greener,12-2722108
Maintenance,EVN,Shelley Colegrove,Active,48-1387874,Worker,01/03/2006,Bibi Gratland,59-0716417
Maintenance,EVN,Odie Sainsbury,Active,61-8274913,Worker,10/05/2002,Daryle Gilberthorpe,13-6776725
Maintenance,EVN,Odell Hamilton,Active,62-9796523,Worker,08/09/2008,Bibi Gratland,59-0716417
Maintenance,EVN,Gilemette Pettyfar,Active,63-1554996,Worker,04/07/2006,Rafaello Greener,12-2722108
Maintenance,EVN,Shena Ironmonger,Active,64-2076759,Worker,08/07/2010,Rafaello Greener,12-2722108
Maintenance,EVN,Roddy Coltart,Active,65-7474701,Worker,02/19/2009,Rafaello Greener,12-2722108
Maintenance,EVN,Katalin Do,Active,65-9526121,Worker,06/17/2010,Daryle Gilberthorpe,13-6776725
Maintenance,EVN,Evan MacRirie,Active,69-9157229,Worker,01/26/2003,Bibi Gratland,59-0716417
Maintenance,EVN,Nick Baise,Active,70-4873086,Worker,04/07/2009,Daryle Gilberthorpe,13-6776725
Maintenance,EVN,Sigfried Guidone,Active,71-4461902,Worker,04/13/2016,Rafaello Greener,12-2722108
Maintenance,EVN,Walther Roxby,Active,74-2831950,Worker,05/03/2008,Rafaello Greener,12-2722108
Maintenance,EVN,Agnese Lenney,Active,74-5099697,Worker,03/18/2014,Daryle Gilberthorpe,13-6776725
Maintenance,EVN,Mordecai Pullen,Active,77-3551964,Worker,08/13/2005,Bibi Gratland,59-0716417
Maintenance,EVN,Riordan Hincham,Active,79-0844351,Worker,01/15/2014,Rafaello Greener,12-2722108
Maintenance,EVN,Nonah Jeannet,Active,84-2621887,Worker,07/30/2010,Daryle Gilberthorpe,13-6776725
Maintenance,EVN,Herve Bloxsom,Active,85-0953225,Worker,07/26/2014,Rafaello Greener,12-2722108
Maintenance,EVN,Yancy McCaskill,Active,87-4499161,Worker,03/17/2015,Daryle Gilberthorpe,13-6776725
Maintenance,EVN,Grannie Lattie,Active,89-6739256,Worker,12/11/2005,Daryle Gilberthorpe,13-6776725
Maintenance,EVN,James Mincher,Active,93-2935716,Worker,07/20/2008,Bibi Gratland,59-0716417
Maintenance,EVN,Ellissa Varty,Active,96-6295566,Worker,01/17/2004,Bibi Gratland,59-0716417
Maintenance,EVN,Lisle Gauler,Active,96-6805204,Worker,11/19/2003,Rafaello Greener,12-2722108
Operations Support,DAY,Donn Harrad,Active,16-4898489,Manager,02/07/2004,,
Operations Support,DAY,Maighdiln Falcus,Active,02-9850545,Supervisor,07/03/2015,Donn Harrad,16-4898489
Operations Support,DAY,Elia Terzza,Active,39-0284982,Supervisor,10/09/2007,Donn Harrad,16-4898489
Operations Support,DAY,Raynor Beneix,Active,44-6663376,Supervisor,01/18/2010,Donn Harrad,16-4898489
Operations Support,DAY,Davie Fuggle,Active,03-2369177,Worker,07/02/2014,Maighdiln Falcus,02-9850545
Operations Support,DAY,Jacinda Boocock,Active,09-9092444,Worker,01/11/2010,Elia Terzza,39-0284982
Operations Support,DAY,Hakeem Claypoole,Active,15-6214944,Worker,09/10/2010,Raynor Beneix,44-6663376
Operations Support,DAY,Rheta Tooze,Active,16-2967609,Worker,02/09/2014,Elia Terzza,39-0284982
Operations Support,DAY,Shae Castellanos,Active,17-6218169,Worker,12/28/2010,Maighdiln Falcus,02-9850545
Operations Support,DAY,Lancelot Ertel,Active,18-1967482,Worker,04/10/2005,Elia Terzza,39-0284982
Operations Support,DAY,Georgiana Lally,Active,20-6945002,Worker,03/05/2012,Raynor Beneix,44-6663376
Operations Support,DAY,Tera Kindleside,Active,25-1239012,Worker,04/02/2003,Elia Terzza,39-0284982
Operations Support,DAY,Shirline Giovanitti,Active,25-7179819,Worker,02/20/2003,Raynor Beneix,44-6663376
Operations Support,DAY,Elisha Gobert,Active,28-5705636,Worker,10/03/2015,Elia Terzza,39-0284982
Operations Support,DAY,Yoshi Bulford,Active,31-9331078,Worker,09/19/2013,Maighdiln Falcus,02-9850545
Operations Support,DAY,Pattie Jinkin,Active,44-0013047,Worker,11/23/2004,Maighdiln Falcus,02-9850545
Operations Support,DAY,Indira Cureton,Active,44-2003237,Worker,07/18/2012,Maighdiln Falcus,02-9850545
Operations Support,DAY,Thorny Landy,Active,44-5531103,Worker,10/13/2014,Elia Terzza,39-0284982
Operations Support,DAY,Lynne Whoston,Active,45-2253597,Worker,03/15/2012,Maighdiln Falcus,02-9850545
Operations Support,DAY,Lily Negal,Active,55-3887913,Worker,02/15/2009,Raynor Beneix,44-6663376
Operations Support,DAY,Kipp Lippatt,Active,56-1974269,Worker,06/21/2003,Elia Terzza,39-0284982
Operations Support,DAY,Jed Hepher,Active,56-5302751,Worker,05/09/2014,Maighdiln Falcus,02-9850545
Operations Support,DAY,Elizabet Nezey,Active,61-7128227,Worker,03/10/2010,Raynor Beneix,44-6663376
Operations Support,DAY,Tessa Schriren,Active,63-8218987,Worker,11/07/2011,Elia Terzza,39-0284982
Operations Support,DAY,Patti Steiner,Active,69-6182637,Worker,03/13/2005,Raynor Beneix,44-6663376
Operations Support,DAY,Vito Spykins,Active,76-0546504,Worker,10/07/2012,Elia Terzza,39-0284982
Operations Support,DAY,Maegan Melross,Active,76-3608857,Worker,02/09/2012,Raynor Beneix,44-6663376
Operations Support,DAY,Wynn Rentz,Active,80-2364857,Worker,10/23/2007,Raynor Beneix,44-6663376
Operations Support,DAY,Yolanthe Wabb,Active,82-3253157,Worker,08/28/2004,Raynor Beneix,44-6663376
Operations Support,DAY,Husain Ghiotto,Active,83-6663801,Worker,06/05/2012,Raynor Beneix,44-6663376
Operations Support,DAY,Michelina Woolf,Active,83-8299127,Worker,12/04/2010,Elia Terzza,39-0284982
Operations Support,DAY,Enriqueta Relf,Active,84-0248818,Worker,07/27/2006,Maighdiln Falcus,02-9850545
Operations Support,DAY,Morna Furlonge,Active,86-0989700,Worker,11/21/2012,Elia Terzza,39-0284982
Operations Support,DAY,Antons McGifford,Active,90-1990165,Worker,08/18/2008,Elia Terzza,39-0284982
Operations Support,AFT,Reta Ridsdell,Active,48-0338521,Manager,06/29/2016,,
Operations Support,AFT,Reggi Freckleton,Active,25-1774683,Supervisor,07/01/2014,Reta Ridsdell,48-0338521
Operations Support,AFT,Brigit Snyder,Active,51-0755057,Supervisor,07/20/2008,Reta Ridsdell,48-0338521
Operations Support,AFT,Lion Cowdery,Active,61-6927495,Supervisor,01/31/2016,Reta Ridsdell,48-0338521
Operations Support,AFT,Elwira Hadcroft,Active,00-0099691,Worker,06/26/2004,Reggi Freckleton,25-1774683
Operations Support,AFT,Maurie Tappor,Active,01-5752617,Worker,04/23/2005,Reggi Freckleton,25-1774683
Operations Support,AFT,Wit Bailles,Active,14-4608417,Worker,12/15/2006,Brigit Snyder,51-0755057
Operations Support,AFT,Isahella Ritchard,Active,16-0638808,Worker,09/03/2009,Reggi Freckleton,25-1774683
Operations Support,AFT,Camille Fontell,Active,16-3526695,Worker,06/09/2012,Reggi Freckleton,25-1774683
Operations Support,AFT,Padgett Lemme,Active,18-1411628,Worker,02/13/2017,Reggi Freckleton,25-1774683
Operations Support,AFT,Ginnie Foker,Active,22-1673184,Worker,05/08/2010,Brigit Snyder,51-0755057
Operations Support,AFT,Heidie Mounsey,Active,22-8965026,Worker,10/14/2003,Lion Cowdery,61-6927495
Operations Support,AFT,Beckie McRill,Active,23-3081770,Worker,03/05/2010,Brigit Snyder,51-0755057
Operations Support,AFT,Margette Wink,Active,23-8674835,Worker,03/22/2013,Lion Cowdery,61-6927495
Operations Support,AFT,Regina Wraxall,Active,25-3693688,Worker,02/10/2004,Brigit Snyder,51-0755057
Operations Support,AFT,Daveta Sweetmore,Active,36-6749170,Worker,05/13/2015,Lion Cowdery,61-6927495
Operations Support,AFT,Lavena Toupe,Active,37-6719790,Worker,12/14/2004,Lion Cowdery,61-6927495
Operations Support,AFT,Flss Malham,Active,38-9622375,Worker,08/01/2015,Reggi Freckleton,25-1774683
Operations Support,AFT,Marty Dorrance,Active,41-1727551,Worker,04/15/2014,Lion Cowdery,61-6927495
Operations Support,AFT,Franky Caffery,Active,42-3638688,Worker,06/26/2004,Brigit Snyder,51-0755057
Operations Support,AFT,Joellyn Gibbings,Active,42-4087236,Worker,10/04/2010,Reggi Freckleton,25-1774683
Operations Support,AFT,Willi Challener,Active,43-9615876,Worker,01/21/2005,Lion Cowdery,61-6927495
Operations Support,AFT,Amil O'Luney,Active,46-5088893,Worker,04/20/2005,Brigit Snyder,51-0755057
Operations Support,AFT,Cece Vedekhin,Active,50-4686254,Worker,06/24/2005,Reggi Freckleton,25-1774683
Operations Support,AFT,Geno Pavek,Active,56-2419812,Worker,09/05/2010,Lion Cowdery,61-6927495
Operations Support,AFT,Saxon Dmitrienko,Active,58-6150296,Worker,09/11/2011,Brigit Snyder,51-0755057
Operations Support,AFT,Sonia Palle,Active,59-5138851,Worker,12/31/2011,Brigit Snyder,51-0755057
Operations Support,AFT,Almeta Bownas,Active,72-1070034,Worker,04/30/2004,Brigit Snyder,51-0755057
Operations Support,AFT,Michaelina Bresson,Active,77-1153751,Worker,05/15/2014,Brigit Snyder,51-0755057
Operations Support,AFT,Brooke Kerkham,Active,77-1555486,Worker,08/03/2009,Reggi Freckleton,25-1774683
Operations Support,AFT,Lammond Bamling,Active,77-7306300,Worker,02/19/2013,Reggi Freckleton,25-1774683
Operations Support,AFT,Bevan Gibbieson,Active,82-0005119,Worker,10/06/2011,Reggi Freckleton,25-1774683
Operations Support,AFT,Bary Kesley,Active,83-4785535,Worker,05/20/2006,Lion Cowdery,61-6927495
Operations Support,AFT,Nowell Hadden,Active,87-6674714,Worker,07/09/2014,Reggi Freckleton,25-1774683
Operations Support,EVN,Merrill Guppie,Active,39-8449361,Manager,10/02/2010,,
Operations Support,EVN,Carolina Brear,Active,11-4283300,Supervisor,06/22/2015,Merrill Guppie,39-8449361
Operations Support,EVN,Ermengarde Ivens,Active,86-5474070,Supervisor,02/13/2016,Merrill Guppie,39-8449361
Operations Support,EVN,Francine Kline,Active,95-7097216,Supervisor,12/11/2006,Merrill Guppie,39-8449361
Operations Support,EVN,Jewelle Byass,Active,03-3043283,Worker,02/15/2013,Ermengarde Ivens,86-5474070
Operations Support,EVN,Dale Harker,Active,10-8233818,Worker,05/19/2004,Carolina Brear,11-4283300
Operations Support,EVN,Ingamar Devine,Active,13-1276998,Worker,03/17/2003,Ermengarde Ivens,86-5474070
Operations Support,EVN,Lydon McClaughlin,Active,15-4101358,Worker,06/14/2005,Ermengarde Ivens,86-5474070
Operations Support,EVN,Theodoric Skatcher,Active,26-4513296,Worker,10/18/2002,Ermengarde Ivens,86-5474070
Operations Support,EVN,Shani Gelland,Active,29-0097343,Worker,08/21/2016,Carolina Brear,11-4283300
Operations Support,EVN,Binny Demaid,Active,30-6790569,Worker,03/07/2011,Ermengarde Ivens,86-5474070
Operations Support,EVN,Hadley Bridgwater,Active,36-1811696,Worker,03/24/2015,Carolina Brear,11-4283300
Operations Support,EVN,Fred Gaskarth,Active,50-0927058,Worker,03/19/2016,Ermengarde Ivens,86-5474070
Operations Support,EVN,Ingelbert Sully,Active,50-2464689,Worker,04/27/2008,Francine Kline,95-7097216
Operations Support,EVN,Margeaux Janew,Active,50-2468137,Worker,10/28/2006,Ermengarde Ivens,86-5474070
Operations Support,EVN,Dwight Walley,Active,52-3696313,Worker,08/20/2004,Francine Kline,95-7097216
Operations Support,EVN,Aliza Akhurst,Active,52-4976965,Worker,01/21/2013,Francine Kline,95-7097216
Operations Support,EVN,Vic Bea,Active,62-3092073,Worker,02/27/2013,Francine Kline,95-7097216
Operations Support,EVN,Rick McCarroll,Active,68-7144882,Worker,02/23/2012,Ermengarde Ivens,86-5474070
Operations Support,EVN,Izak Grevel,Active,69-2271092,Worker,12/17/2014,Carolina Brear,11-4283300
Operations Support,EVN,Nona Vaillant,Active,71-2146640,Worker,01/26/2003,Francine Kline,95-7097216
Operations Support,EVN,Deirdre Karpenya,Active,72-0751077,Worker,06/24/2013,Carolina Brear,11-4283300
Operations Support,EVN,Grayce Deinert,Active,74-6208375,Worker,04/09/2007,Carolina Brear,11-4283300
Operations Support,EVN,Vyky Joselevitz,Active,78-9045298,Worker,02/09/2003,Carolina Brear,11-4283300
Operations Support,EVN,Harrison Cudby,Active,85-2819035,Worker,12/31/2010,Carolina Brear,11-4283300
Operations Support,EVN,Lexis Biermatowicz,Active,86-4841733,Worker,01/09/2015,Ermengarde Ivens,86-5474070
Operations Support,EVN,Charmion St Ledger,Active,86-7106661,Worker,05/08/2012,Carolina Brear,11-4283300
Operations Support,EVN,Alastair Densumbe,Active,89-7986157,Worker,11/30/2011,Carolina Brear,11-4283300
Operations Support,EVN,Alistair Croix,Active,91-1921258,Worker,04/04/2012,Ermengarde Ivens,86-5474070
Operations Support,EVN,Abba Gossington,Active,94-7429091,Worker,03/28/2009,Carolina Brear,11-4283300
Operations Support,EVN,Sandor Dobell,Active,96-0673541,Worker,05/12/2002,Francine Kline,95-7097216
Operations Support,EVN,Winnah Braz,Active,97-2879908,Worker,03/03/2006,Carolina Brear,11-4283300
Operations Support,EVN,Barr Childrens,Active,98-9827343,Worker,01/05/2013,Francine Kline,95-7097216
Operations Support,EVN,Vail Catherine,Active,99-2283311,Worker,05/31/2004,Carolina Brear,11-4283300
Palletflow,DAY,Leupold Magee,Active,94-0397026,Manager,04/16/2016,,
Palletflow,DAY,Lotte Snelson,Active,08-1801863,Supervisor,03/15/2004,Leupold Magee,94-0397026
Palletflow,DAY,Anne-corinne Sprouls,Active,31-8208353,Supervisor,07/16/2007,Leupold Magee,94-0397026
Palletflow,DAY,Sonja Judkins,Active,51-0982459,Supervisor,11/11/2002,Leupold Magee,94-0397026
Palletflow,DAY,Korie Ramalho,Active,01-9465566,Worker,02/04/2013,Sonja Judkins,51-0982459
Palletflow,DAY,Garwin Reuther,Active,13-0682904,Worker,07/15/2013,Lotte Snelson,08-1801863
Palletflow,DAY,Hynda Woodson,Active,17-5374276,Worker,06/08/2011,Sonja Judkins,51-0982459
Palletflow,DAY,Dannie Vosse,Active,21-0848954,Worker,09/12/2002,Anne-corinne Sprouls,31-8208353
Palletflow,DAY,Leodora Timmes,Active,22-2496505,Worker,05/11/2013,Sonja Judkins,51-0982459
Palletflow,DAY,Dodie Mountlow,Active,22-6552636,Worker,09/20/2005,Sonja Judkins,51-0982459
Palletflow,DAY,Celeste Rummings,Active,25-9659696,Worker,01/25/2004,Sonja Judkins,51-0982459
Palletflow,DAY,Hedda Aglione,Active,30-2059055,Worker,11/08/2002,Sonja Judkins,51-0982459
Palletflow,DAY,Joelie Hamelyn,Active,34-0826480,Worker,11/02/2009,Lotte Snelson,08-1801863
Palletflow,DAY,Britt Fraser,Active,35-8990121,Worker,07/18/2013,Anne-corinne Sprouls,31-8208353
Palletflow,DAY,Diane Benwell,Active,36-7691685,Worker,11/21/2007,Lotte Snelson,08-1801863
Palletflow,DAY,Cobb Prattin,Active,38-6551956,Worker,12/04/2013,Anne-corinne Sprouls,31-8208353
Palletflow,DAY,Idaline Chancellor,Active,40-9337003,Worker,11/03/2004,Sonja Judkins,51-0982459
Palletflow,DAY,Lorita Rottcher,Active,45-1638520,Worker,05/09/2002,Sonja Judkins,51-0982459
Palletflow,DAY,Karia Beyer,Active,46-3811646,Worker,12/29/2012,Anne-corinne Sprouls,31-8208353
Palletflow,DAY,Nariko Teager,Active,47-5158714,Worker,08/03/2004,Sonja Judkins,51-0982459
Palletflow,DAY,Chelsy Lightowlers,Active,47-9918060,Worker,07/27/2012,Sonja Judkins,51-0982459
Palletflow,DAY,Loren Statton,Active,49-0158723,Worker,12/31/2012,Lotte Snelson,08-1801863
Palletflow,DAY,Joshuah Fenich,Active,64-9390677,Worker,07/16/2011,Anne-corinne Sprouls,31-8208353
Palletflow,DAY,Letisha Stansall,Active,69-3415743,Worker,12/07/2002,Lotte Snelson,08-1801863
Palletflow,DAY,Donalt Dufoure,Active,70-8973377,Worker,07/13/2004,Anne-corinne Sprouls,31-8208353
Palletflow,DAY,Hubie Vardey,Active,72-9354485,Worker,10/10/2003,Sonja Judkins,51-0982459
Palletflow,DAY,Fidela Bayle,Active,75-4312621,Worker,11/03/2011,Anne-corinne Sprouls,31-8208353
Palletflow,DAY,Joela Fakeley,Active,76-7871326,Worker,04/05/2004,Lotte Snelson,08-1801863
Palletflow,DAY,Netti Grinnell,Active,77-5259383,Worker,04/18/2004,Sonja Judkins,51-0982459
Palletflow,DAY,Twyla Goodship,Active,79-9550166,Worker,07/09/2007,Sonja Judkins,51-0982459
Palletflow,DAY,Paolina Stooders,Active,85-6795783,Worker,06/25/2002,Sonja Judkins,51-0982459
Palletflow,DAY,Willy Salterne,Active,93-1119041,Worker,07/15/2002,Lotte Snelson,08-1801863
Palletflow,DAY,Red MacDiarmond,Active,95-9579443,Worker,07/28/2011,Lotte Snelson,08-1801863
Palletflow,DAY,Sadella Abdy,Active,99-1872618,Worker,12/01/2007,Sonja Judkins,51-0982459
Palletflow,AFT,Jennee Solon,Active,99-8542337,Manager,12/27/2015,,
Palletflow,AFT,Kaiser Spoors,Active,33-2028956,Supervisor,08/07/2004,Jennee Solon,99-8542337
Palletflow,AFT,Marillin Wedgwood,Active,77-8390848,Supervisor,02/18/2006,Jennee Solon,99-8542337
Palletflow,AFT,Kipp Tilmouth,Active,90-0436490,Supervisor,06/06/2004,Jennee Solon,99-8542337
Palletflow,AFT,Shep Hambright,Active,00-6187716,Worker,11/26/2006,Kaiser Spoors,33-2028956
Palletflow,AFT,Huntley Lenglet,Active,01-4975265,Worker,06/01/2005,Kipp Tilmouth,90-0436490
Palletflow,AFT,Shurlocke Croft,Active,03-4064999,Worker,12/14/2003,Kipp Tilmouth,90-0436490
Palletflow,AFT,Wiatt Pylkynyton,Active,05-2817641,Worker,12/27/2012,Kipp Tilmouth,90-0436490
Palletflow,AFT,Fifi Swigg,Active,07-2174356,Worker,02/16/2003,Kipp Tilmouth,90-0436490
Palletflow,AFT,Thia Persitt,Active,07-6585603,Worker,11/12/2014,Kipp Tilmouth,90-0436490
Palletflow,AFT,Inger Ilott,Active,08-4669213,Worker,01/16/2012,Kaiser Spoors,33-2028956
Palletflow,AFT,Nikkie Celiz,Active,17-8973350,Worker,10/07/2015,Kaiser Spoors,33-2028956
Palletflow,AFT,Dot Shorten,Active,20-7391133,Worker,12/12/2013,Marillin Wedgwood,77-8390848
Palletflow,AFT,Aksel Beckmann,Active,22-6982584,Worker,07/27/2014,Kipp Tilmouth,90-0436490
Palletflow,AFT,Jaynell Ambrus,Active,24-8882452,Worker,04/14/2008,Kipp Tilmouth,90-0436490
Palletflow,AFT,Lauritz Yancey,Active,37-7785539,Worker,01/25/2012,Marillin Wedgwood,77-8390848
Palletflow,AFT,Jacklin Stanford,Active,41-4550125,Worker,12/02/2015,Marillin Wedgwood,77-8390848
Palletflow,AFT,Herrick Kewish,Active,41-5158586,Worker,10/30/2003,Kipp Tilmouth,90-0436490
Palletflow,AFT,Vasili Willbraham,Active,47-2284800,Worker,01/01/2005,Kaiser Spoors,33-2028956
Palletflow,AFT,Federica Austing,Active,50-8618026,Worker,12/12/2015,Kipp Tilmouth,90-0436490
Palletflow,AFT,Olly Barwick,Active,55-7152204,Worker,04/26/2011,Kipp Tilmouth,90-0436490
Palletflow,AFT,Lucilia Varley,Active,64-5654820,Worker,09/12/2012,Kaiser Spoors,33-2028956
Palletflow,AFT,Kelcey Clemenza,Active,68-0715118,Worker,02/14/2014,Marillin Wedgwood,77-8390848
Palletflow,AFT,Blondell Skates,Active,68-9774422,Worker,11/12/2011,Kipp Tilmouth,90-0436490
Palletflow,AFT,Rebecka Bozworth,Active,69-5368858,Worker,07/06/2002,Marillin Wedgwood,77-8390848
Palletflow,AFT,Sophi Triggol,Active,73-7178574,Worker,07/26/2006,Kaiser Spoors,33-2028956
Palletflow,AFT,Stacee Feaveer,Active,75-1979599,Worker,10/10/2004,Kaiser Spoors,33-2028956
Palletflow,AFT,Raven Barneville,Active,81-8454273,Worker,01/28/2007,Kipp Tilmouth,90-0436490
Palletflow,AFT,Cchaddie Stormouth,Active,86-1591622,Worker,08/24/2012,Kipp Tilmouth,90-0436490
Palletflow,AFT,Dolores Whitbread,Active,87-8112694,Worker,06/20/2016,Kipp Tilmouth,90-0436490
Palletflow,AFT,Tulley Ambrus,Active,89-1142237,Worker,11/15/2012,Kaiser Spoors,33-2028956
Palletflow,AFT,Symon Tatteshall,Active,94-9588281,Worker,12/14/2015,Marillin Wedgwood,77-8390848
Palletflow,AFT,Rog Coppo,Active,95-4905831,Worker,03/30/2005,Kipp Tilmouth,90-0436490
Palletflow,AFT,Babara Hauxley,Active,97-0714738,Worker,05/28/2013,Kaiser Spoors,33-2028956
Palletflow,EVN,Jimmy Eagles,Active,60-3710259,Manager,09/16/2015,,
Palletflow,EVN,Deeann Ragsdale,Active,58-7055567,Supervisor,05/17/2014,Jimmy Eagles,60-3710259
Palletflow,EVN,Neddy McAne,Active,81-8411691,Supervisor,03/04/2015,Jimmy Eagles,60-3710259
Palletflow,EVN,Lorraine Mc Faul,Active,86-3588654,Supervisor,07/28/2008,Jimmy Eagles,60-3710259
Palletflow,EVN,Broddie Danielot,Active,08-1091562,Worker,05/09/2003,Deeann Ragsdale,58-7055567
Palletflow,EVN,Ninnetta Buzine,Active,08-3083138,Worker,02/11/2013,Deeann Ragsdale,58-7055567
Palletflow,EVN,Joshua Jeremaes,Active,12-5635345,Worker,07/07/2007,Deeann Ragsdale,58-7055567
Palletflow,EVN,Perceval Willeson,Active,16-5371174,Worker,02/07/2013,Lorraine Mc Faul,86-3588654
Palletflow,EVN,Timmy Chitty,Active,26-8745680,Worker,06/06/2013,Lorraine Mc Faul,86-3588654
Palletflow,EVN,Trish Line,Active,29-0621641,Worker,02/29/2012,Lorraine Mc Faul,86-3588654
Palletflow,EVN,Sari Cash,Active,30-9400443,Worker,11/17/2010,Lorraine Mc Faul,86-3588654
Palletflow,EVN,Lancelot Bettam,Active,31-7485603,Worker,09/22/2004,Deeann Ragsdale,58-7055567
Palletflow,EVN,Rebekkah Trapp,Active,32-3274906,Worker,08/12/2008,Deeann Ragsdale,58-7055567
Palletflow,EVN,Nickie Firpi,Active,34-8064122,Worker,08/23/2005,Lorraine Mc Faul,86-3588654
Palletflow,EVN,Pearla Duncanson,Active,35-2283438,Worker,02/22/2015,Lorraine Mc Faul,86-3588654
Palletflow,EVN,Franzen Menichini,Active,41-8803344,Worker,08/02/2004,Deeann Ragsdale,58-7055567
Palletflow,EVN,Berte Yarr,Active,41-9701658,Worker,10/28/2002,Deeann Ragsdale,58-7055567
Palletflow,EVN,Babb Avarne,Active,49-5805469,Worker,07/23/2013,Lorraine Mc Faul,86-3588654
Palletflow,EVN,Flss Fedoronko,Active,49-6837863,Worker,03/20/2009,Lorraine Mc Faul,86-3588654
Palletflow,EVN,Valaree Cotta,Active,50-8197857,Worker,08/11/2009,Lorraine Mc Faul,86-3588654
Palletflow,EVN,Portia Painswick,Active,53-4893927,Worker,02/03/2015,Deeann Ragsdale,58-7055567
Palletflow,EVN,Lea Puttock,Active,57-0626936,Worker,01/09/2015,Lorraine Mc Faul,86-3588654
Palletflow,EVN,Tamarah Gregr,Active,57-7409921,Worker,02/22/2016,Deeann Ragsdale,58-7055567
Palletflow,EVN,Lauraine Shilleto,Active,58-5725701,Worker,11/05/2002,Neddy McAne,81-8411691
Palletflow,EVN,Gusella Spofforth,Active,64-8250999,Worker,06/28/2007,Deeann Ragsdale,58-7055567
Palletflow,EVN,Bev Mulran,Active,66-1974918,Worker,01/30/2012,Lorraine Mc Faul,86-3588654
Palletflow,EVN,Whitman Beaulieu,Active,67-1316376,Worker,11/12/2010,Neddy McAne,81-8411691
Palletflow,EVN,Wendy Imlen,Active,67-7850608,Worker,08/18/2011,Lorraine Mc Faul,86-3588654
Palletflow,EVN,Brandie Lanaway,Active,70-0902996,Worker,12/24/2010,Lorraine Mc Faul,86-3588654
Palletflow,EVN,Amalea Pardoe,Active,83-9452025,Worker,02/24/2008,Deeann Ragsdale,58-7055567
Palletflow,EVN,Hamel Capon,Active,88-2998911,Worker,03/03/2012,Deeann Ragsdale,58-7055567
Palletflow,EVN,Marja Morstatt,Active,88-5082931,Worker,06/13/2010,Neddy McAne,81-8411691
Palletflow,EVN,Micheil Abrahmson,Active,88-7897964,Worker,06/10/2008,Lorraine Mc Faul,86-3588654
Palletflow,EVN,Albie Ferrulli,Active,93-8365600,Worker,01/26/2007,Lorraine Mc Faul,86-3588654
Picking,DAY,Sarette Thirst,Active,58-8217497,Manager,12/30/2012,,
Picking,DAY,Gerianne O'Cannovane,Active,12-0934564,Supervisor,02/14/2008,Sarette Thirst,58-8217497
